Location,Airport,1,2,3,4,5,6,7,8,9,10,11,12
"Dominican Republic",ZXD,4.51949,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ecuador,CUE,2.38694,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ecuador,ESM,2.38694,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ecuador,GYE,2.40694,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ecuador,LOH,2.38694,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ecuador,LTX,2.38694,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ecuador,MEC,2.40194,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ecuador,UIO,3.28694,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Egypt,AAC,4.74099,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Egypt,ALY,2.87099,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Egypt,ASW,2.93599,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Egypt,ATZ,3.48699,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Egypt,CAI,2.45249,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Egypt,DBB,3.91949,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Egypt,HBE,2.88599,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Egypt,HMB,3.33449,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Egypt,HRG,2.95109,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Egypt,LXR,2.92099,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Egypt,MUH,5.91599,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Egypt,PSD,3.70599,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Egypt,RMF,4.04949,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Egypt,SSH,2.98099,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Egypt,TCP,2.98099,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"El Salvador",ILS,4.53979,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"El Salvador",SAL,2.91555,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Eritrea,ASA,3.4497,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Eritrea,ASM,3.7497,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Estonia,TLL,2.52363,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ethiopia,ADD,3.17809,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ethiopia,AMH,3.49559,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ethiopia,AXU,3.52559,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ethiopia,DIR,3.54559,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ethiopia,GDQ,3.52559,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ethiopia,JIJ,3.49559,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ethiopia,JIM,3.54559,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"Falkland Islands (Malvinas)",MPN,4.38202,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Fiji,NAN,2.663475,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Fiji,SUV,3.48339,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,ENF,4.26905,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,HEL,2.45355,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,IVL,4.60405,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,JOE,3.67323,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,JYV,4.26655,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,KAJ,4.52405,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,KAO,3.52323,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,KEM,4.28905,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,KOK,4.45405,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,KTT,4.44405,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,KUO,4.49405,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,LPP,4.22655,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,MHQ,4.69405,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,OUL,4.46405,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,POR,4.50405,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,RVN,4.46405,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,SJY,4.40905,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,SVL,3.62323,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,TKU,3.63405,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,TMP,4.79903,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Finland,VAA,4.62135,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,558,3.92506,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,995,4.01607,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,AGF,4.04977,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,AJA,4.29536,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,ANE,4.16142,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,ANG,4.60195,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,AUF,3.98324,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,AUR,3.99728,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,AVN,4.00984,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,BES,4.93843,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,BIA,4.60423,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,BIQ,4.10954,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,BOD,2.5873,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,BOU,4.30679,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,BVA,2.62904,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,BVE,4.13785,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,BYF,4.08772,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,BZR,4.22449,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,CCF,3.9603,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,CDG,2.43301,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,CEQ,3.73748,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,CER,4.19824,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,CFE,4.02937,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,CFR,4.19753,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,CHR,3.48561,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,CLY,4.45318,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,CMF,3.96937,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,CMR,4.14884,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,CTT,5.62854,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,DCM,4.16044,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,DIJ,5.30314,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,DLE,4.44695,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,DNR,4.18576,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,DOL,4.08457,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,EBU,4.03074,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,EGC,4.05574,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,ENC,3.99728,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,EPL,3.91731,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,ETZ,3.99354,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,FNI,5.13641,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,FSC,4.03814,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,FSP,4.65182,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,GNB,4.06999,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,LAI,4.2882,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,LBG,2.69115,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,LDE,5.37017,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,LEH,4.24824,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,LIG,4.2157,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,LIL,2.66008,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,LME,4.19994,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,LRH,4.22599,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,LRT,4.03074,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,LTQ,4.06978,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,LTT,6.59842,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,LVA,3.99728,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,LYN,3.81256,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,LYS,2.64411,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,MLH,2.97704,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,MPL,4.06194,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,MRS,2.5785,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,MXN,3.98324,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,NCE,2.88845,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,NCY,4.09818,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,NTE,2.55697,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,NVS,4.30237,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,ORY,2.45741,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,PGF,4.00304,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,PGX,4.26228,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,PIS,4.37637,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,POX,4.43074,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,PUF,4.25595,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,QYR,7.31791,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,RCO,3.93384,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,RDZ,4.06978,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,RNS,5.05782,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,RPK,4.72497,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,SBK,4.04478,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,SDH,4.1206,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,SNR,4.26228,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,SXB,4.96997,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,TL1,2.91072,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,TLN,4.13313,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,TLS,2.77792,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,TNF,4.24824,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,TUF,4.19824,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,UIP,4.45298,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,URO,3.727815,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,VAF,4.26412,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,VNE,4.26228,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,XBQ,4.24775,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,XCR,2.89332,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
France,XVS,4.44919,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"French Guiana",CAY,3.27971,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"French Polynesia",PPT,3.021735,3.72749,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Gabon,LBV,3.60136,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Gabon,POG,4.22408,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Gambia,BJL,2.85797,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Georgia,BUS,2.8416533333333,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Georgia,KUT,2.80086,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Georgia,TBS,2.710235,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,899,5.25635,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,AGB,5.33477,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,AOC,5.22826,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,BFE,5.24634,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,BRE,2.594805,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,BWE,5.48505,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,BYU,5.33117,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,CGN,2.38538,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,DRS,2.508655,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,DTM,5.45747,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,DUS,4.77651,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,FDH,5.37878,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,FKB,5.3404,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,FLF,5.35701,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,FMM,5.39076,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,FMO,5.30563,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,FNB,5.24849,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,FRA,2.2919233333333,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,GWT,4.65328,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,HAJ,5.05022,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,HAM,2.41644,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,HHN,2.42825,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,IGS,5.42603,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,KSF,5.30792,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,LBC,5.3382,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,LEJ,2.49129,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,MGL,4.37474,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,MUC,3.026935,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,NRN,3.491335,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,NUE,2.99128,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,OBF,4.98979,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,PAD,5.2415,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,QEF,5.12206,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,RBM,5.42306,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,RLG,5.21833,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,SCN,5.30433,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,STR,2.378495,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,SXF,3.40797,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,TXL,2.36315,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,WVN,5.85067,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Germany,ZMG,5.2106,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ghana,ACC,2.6345,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data",2.63382
Ghana,KMS,2.97649,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ghana,TKD,3.10103,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Gibraltar,GIB,3.3444566666667,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greece,ATH,2.51366,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greece,CFU,2.8409,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greece,CHQ,2.7074,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greece,EFL,3.061,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greece,GPA,3.1012,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greece,HER,2.61325,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greece,JKH,3.4312,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greece,JMK,3.3169,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greece,JSI,3.3012,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greece,KGS,2.8512,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greece,KLX,3.0712,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greece,KVA,3.2612,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greece,MJT,3.1612,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greece,PVK,2.8612,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greece,RHO,2.7112,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greece,SKG,2.68733,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greece,SMI,3.3312,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greece,VOL,3.3312,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greece,ZTH,2.76325,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greenland,CNP,5.78301,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greenland,GOH,6.14585,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greenland,JAV,6.04801,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greenland,JEG,5.4943,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greenland,JFR,6.04801,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greenland,JHS,5.78301,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greenland,JQA,5.4943,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greenland,JSU,5.4943,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greenland,JUV,5.4943,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greenland,KUS,6.14585,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greenland,NAQ,5.78301,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greenland,SFJ,5.20899,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Greenland,UAK,5.69751,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Grenada,GND,5.17449,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Guadeloupe,PTP,2.77822,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Guadeloupe,SFG,5.69978,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Guam,GUM,3.924635,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Guatemala,FRS,4.14949,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Guatemala,GUA,3.058105,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Guernsey,GCI,3.58111,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Guinea,CKY,2.81464,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Guinea-Bissau,OXB,5.91278,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Guyana,GEO,3.6983666666667,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Guyana,OGL,5.66499,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Haiti,CAP,5.93949,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Haiti,PAP,5.39949,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Honduras,LCE,2.91722,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Honduras,RTB,3.03722,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Honduras,SAP,2.79722,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Honduras,TGU,2.77722,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"Hong Kong",HKG,4.08599,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Hungary,BUD,2.83096,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Hungary,DEB,3.42749,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Hungary,SOB,3.09651,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Iceland,AEY,3.49897,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Iceland,EGS,3.96397,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Iceland,HFN,3.69897,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Iceland,IFJ,3.69897,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Iceland,KEF,2.48754,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Iceland,RKV,2.72374,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,300,3.21864,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,429,3.549535,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,641,3.15774,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,786,3.700515,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,892,3.616855,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,939,3.67364,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,958,3.20079,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,966,3.25119,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,988,3.617065,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,991,3.26169,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,AGR,3.27589,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,AMD,2.750345,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,ATQ,3.17021,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,BBI,3.35983,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,BDQ,3.12939,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,BHJ,3.38139,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,BHO,3.01182,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,BLR,2.58247,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,BOM,2.488045,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,CBD,4.59729,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,CCJ,2.61098,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,CCU,2.53124,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,CJB,2.655075,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,COK,2.773225,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,DEL,2.47286,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,DIB,3.34254,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,DMU,3.43599,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,GAU,3.11941,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
India,GAY,3.04689,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
